登録番号,登録年月日,事業者名,事業の種類,事業の種類の細目1,事業の種類の細目2,事業所名,所在地(都道府県),所在地(市区町村),登録対象業務の従業員数
183764,20180330,医療法人アスムス,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設生きいき倶楽部,茨城県,結城市,40
184194,20180330,医療法人群栄会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設みずき荘,群馬県,北群馬郡吉岡町,58
184246,20180330,社会福祉法人厚生協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム新得やすらぎ荘,北海道,上川郡新得町,36
184248,20180330,社会福祉法人厚生協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,地域密着型特別養護老人ホーム新得やすらぎ荘,北海道,上川郡新得町,15
184258,20180330,社会福祉法人長岡福祉協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設ぶんすい,新潟県,燕市,47
184264,20180330,社会福祉法人　公友会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　葉山グリーンヒル,神奈川県,三浦郡葉山町,55
184266,20180330,社会福祉法人松寿苑,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,小規模特養おかやす,京都府,綾部市,14
184268,20180330,社会福祉法人慈童会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームくすのき園,三重県,鈴鹿市,44
184294,20180330,社会副法人　東京有隣会　第2有隣ホーム,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人東京有隣会　第2有隣ホーム,東京都,世田谷区,50
184296,20180330,医療法人啓信会　グループホーム　リエゾンくみやま,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,グループホーム　リエゾンくみやま,京都府,久世郡久御山町,13
184298,20180330,社会福祉法人西春日井福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム五条の里,愛知県,北名古屋市,57
184372,20180330,社会福祉法人雄美会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム白浦茜荘,愛媛県,宇和島市,57
184390,20180330,社会福祉法人日野友愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム誉の松,滋賀県,蒲生郡日野町,68
184392,20180330,社会福祉法人　青祥会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,坂田青成苑,滋賀県,米原市,82
184396,20180330,特別養護老人ホームかなやまサニーランド,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームかなやまサニーランド,岐阜県,下呂市,54
184442,20180330,社会福祉法人小坂ふくし会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームあかしあの郷,秋田県,鹿角郡小坂町,33
184444,20180330,社会福祉法人小坂ふくし会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームサンホーム大石平,秋田県,鹿角郡小坂町,29
184452,20180330,グリーンハウスみと,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,グリーンハウスみと,茨城県,水戸市,67
184476,20180330,社会福祉法人　飛翔福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,広域型特別養護老人ホーム　シンパシー,新潟県,阿賀野市,18
184506,20180330,社会医療法人禎心会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設ら・ぷらーさ,北海道,稚内市,81
184512,20180330,社会福祉法人　弘道福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,大宇陀特別養護老人ホームラガール,奈良県,宇陀市,104
184520,20180330,社会福祉法人多伎の郷,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設たき,島根県,出雲市,25
184550,20180330,医療法人矢尾板記念会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設見龍堂メディケアユニッツ,栃木県,日光市,50
184560,20180330,社会福祉法人さしま福祉会ファミール境,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人さしま福祉会ファミール境,茨城県,猿島郡境町,95
184664,20180330,社会福祉法人星風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム代官荘,栃木県,栃木市,74
185222,20180330,社会福祉法人松山やっちく会特別養護老人ホームやっちく,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,社会福祉法人松山やっちく会特別養護老人ホームやっちく,鹿児島県,志布志市,39
185390,20180330,社会福祉法人悠々会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,シルバーハウス吹揚,愛媛県,今治市,45
185400,20180330,愛知県厚生事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,愛厚ホーム小牧苑,愛知県,小牧市,57
185556,20180330,社会福祉法人しんち福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームなごみの里福田,福島県,相馬郡新地町,57
186090,20180330,社会福祉法人新庄かつろく会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設新庄薬師園,山形県,新庄市,50
186092,20180330,社会福祉法人新庄かつろく会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームかつろくの里,山形県,新庄市,57
186094,20180330,社会福祉法人新庄かつろく会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームみどりの大地,山形県,新庄市,39
186100,20180330,社会福祉法人大和清風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームサンホーム鶴間,神奈川県,大和市,85
186104,20180330,医療法人　健幸会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,医療法人健幸会老人保健施設さざんかの丘,愛知県,常滑市,100
186118,20180330,社会福祉法人　福寿園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　田原福寿園（本館）,愛知県,田原市,74
186120,20180330,社会福祉法人　福寿園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　田原福寿園（新館）,愛知県,田原市,37
186216,20180330,すこやか横手,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,すこやか横手,秋田県,横手市,83
186220,20180330,社会福祉法人砺波福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームやなぜ苑,富山県,砺波市,108
